,R01_06_CO201,R01_06_FCI01,R01_06_MVV01,R01_06_TRU01,HTR9_VES01_SI01,HTR9_VES01_TUD01,HTRK_RAD03_TF01,HTRK_VEN01_SpTI01_C
2025-09-01 02:45:00+00:00,432.12,252.388484,0,24.57714286,0,19.42272727,26.5,10
2025-09-01 02:50:00+00:00,432.6,252,0,24.5,0,19.54666667,26.5,10
2025-09-01 02:55:00+00:00,431.0181818,252.3473684,0,24.5,0,19.21612208,26.5,10
2025-09-01 03:00:00+00:00,431.95,245.3409091,0,24.5047619,0,19.16142857,26.446875,16.03030303
2025-09-01 03:05:00+00:00,430,26.55714286,0,24.58714286,0,18.74093651,26.4,17.0004934
2025-09-01 03:10:00+00:00,429.8,242.1454545,0,24.5,0,19.08,26.4,17
2025-09-01 03:15:00+00:00,429,242.7165501,0,24.59227273,0,19.362,26.4,17
2025-09-01 03:20:00+00:00,428.925,246.5076923,0,24.6,0,19.35857143,26.4,17
2025-09-01 03:25:00+00:00,428.8772727,243.0566667,0,24.6,0,19.61428571,26.4,17
2025-09-01 03:30:00+00:00,428.238961,242.8372775,0,24.57384615,0,19.7,26.4,17
2025-09-01 03:35:00+00:00,430,257,0,24.4,0,19.43916667,26.4,17
2025-09-01 03:40:00+00:00,430,252.5188426,0,24.44730876,0,19.69399767,26.4,17
2025-09-01 03:45:00+00:00,430.8984127,246.4961039,0,24.5,0.001923077,19.88817949,26.4,17
2025-09-01 03:50:00+00:00,430.3578947,247.6198783,0,24.36965125,0.082163777,19.95375354,26.4,17
2025-09-01 03:55:00+00:00,429.1692308,252.5463203,0,24.38285714,0.272508564,19.94615385,26.4,17
2025-09-01 04:00:00+00:00,430.8858586,253.7639216,0,24.21333333,0.566666667,20.04,26.4,17
2025-09-01 04:05:00+00:00,430.8564103,249.8987102,0,24.2,0.756419241,20.00833333,26.4,17
2025-09-01 04:10:00+00:00,431.0888889,252.3,0,24.29272727,1.650257143,20.24111111,26.4,17
2025-09-01 04:15:00+00:00,430.46,249.7390026,0,24.3,2.33778681,20.25107143,26.4,17
2025-09-01 04:20:00+00:00,429.5707071,243.6085185,0,24.3,3.943221256,19.93496032,26.4,17
2025-09-01 04:25:00+00:00,429,248.8398016,0,24.3,6.225468254,20.11646154,26.4,17
2025-09-01 04:30:00+00:00,429,252.2575758,0,24.3,9.716103896,20.26797619,26.4,17
2025-09-01 04:35:00+00:00,432,246.75,0,24.3,13.41966688,20.20892857,26.375,17
2025-09-01 04:40:00+00:00,429.9272727,247.2222222,0,24.3,18.69847619,20.22866667,26.3,17
2025-09-01 04:45:00+00:00,429.8090909,247.1071429,0,24.29270046,21.88447059,20.24,26.3,17
2025-09-01 04:50:00+00:00,430.3611111,246.278,0,24.3,23.71038462,20.38506667,26.3,17
2025-09-01 04:55:00+00:00,430.7333333,247.8,0,24.216,22.08463253,20.41627579,26.3,17
2025-09-01 05:00:00+00:00,430.7215476,247.9350682,0,24.2290293,24.30086531,20.37475079,26.3,17
2025-09-01 05:05:00+00:00,430,244.0936364,0,24.3,33.76810396,20.2521875,26.24375,17
2025-09-01 05:10:00+00:00,431.2,246.84,0,24.23833333,31.19674831,20.28259524,26.2,17
2025-09-01 05:15:00+00:00,432,249.7501817,0,24.2,31.8290854,20.40307692,26.2,17
2025-09-01 05:20:00+00:00,436.9955556,248.2547841,0,24.2,31.782124,20.4138042,26.2,17
2025-09-01 05:25:00+00:00,447.6888889,246.1479699,0,24.2,33.80434135,20.34363636,26.2,17
2025-09-01 05:30:00+00:00,451.1865553,248.4628017,0,24.2,38.97042117,20.39909343,26.2,17
2025-09-01 05:35:00+00:00,445.6666667,247.9458556,0,24.2,47.72304924,20.40052632,26.2,17
2025-09-01 05:40:00+00:00,443.0454545,248.3192481,0,24.2,63.83714973,20.46153846,26.2,17
2025-09-01 05:45:00+00:00,441.8594118,250.0613137,0,24.17039768,65.51063393,20.9,26.2,17
2025-09-01 05:50:00+00:00,439.2,244.6993651,0,24.1,163.98,20.9,26.2,17
2025-09-01 05:55:00+00:00,438,245.2976623,0,24.1,146.3728658,20.90886667,26.2,17
2025-09-01 06:00:00+00:00,438.6,251.0909091,0,24.1,120.0984901,20.97563636,26.2,17
2025-09-01 06:05:00+00:00,439,253.092,0,24.1,108.2458167,20.95487363,26.2,17
2025-09-01 06:10:00+00:00,439.2735043,249.4465241,0,24.1,92.64291667,20.8375,26.2,17
2025-09-01 06:15:00+00:00,440.7,249.7033181,0,24.1,99.03234161,20.93066667,26.2,17
2025-09-01 06:20:00+00:00,443.6,246.7071429,0,24.1,88.37481429,20.95,26.2,17
2025-09-01 06:25:00+00:00,446,249,0,24.1,148.7102037,21.139,26.2,17
2025-09-01 06:30:00+00:00,455.684127,248.91,0,24.1,261.6691866,21.30531746,26.2,17
2025-09-01 06:35:00+00:00,466.7183761,246.9894135,0,24.1,156.2148665,21.13407143,26.2,17
2025-09-01 06:40:00+00:00,476.5130952,246.5466872,0,24.1,156.985003,21.025875,26.2,17
2025-09-01 06:45:00+00:00,481.3904762,248.3214545,0,24.1,133.5157513,20.99833333,26.19095238,17
2025-09-01 06:50:00+00:00,476.01,251.0783217,0,24.1,268.238155,21.18610989,26.1,17
2025-09-01 06:55:00+00:00,471.25,247.7714286,0,24.1,286.7286235,21.48281313,26.1,17
2025-09-01 07:00:00+00:00,473.2,251.3333333,0,24.1,138.1477436,21.38375,26.1,17
2025-09-01 07:05:00+00:00,493.2,246.0759259,0,24.1554386,140.2400259,21.486,26.1,17
2025-09-01 07:10:00+00:00,555.1384615,246.9398413,0,24.32427315,168.1811105,20.89933333,26.1,17
2025-09-01 07:15:00+00:00,578.4722222,253.0842593,0,24.5,316.6908232,21.4528305,26.1,17
2025-09-01 07:20:00+00:00,587.3836842,254.2349759,0,24.52952381,389.1503042,21.54994048,26.1,17
2025-09-01 07:25:00+00:00,592.8035714,249.97,0,24.6,404.5153576,21.86544762,26.1,17
2025-09-01 07:30:00+00:00,584.7944444,248.4530303,0,24.6,385.180618,22.208,26.1,17
2025-09-01 07:35:00+00:00,599.6037205,246.0558384,0,24.6,384.8544771,22.14486946,26.1,17
2025-09-01 07:40:00+00:00,602.7777778,245.6081871,0,24.6,392.9223938,22.095,26.1,17
2025-09-01 07:45:00+00:00,600.6590909,247.975,0,24.62115385,401.7152147,22.13230519,26.1,17
2025-09-01 07:50:00+00:00,604.9,248.3090909,0,24.69809524,408.76,22,26.1,17
2025-09-01 07:55:00+00:00,596.5494949,250.8188235,0,24.7,422.4536667,22.286,26.1,17
2025-09-01 08:00:00+00:00,551.46,253.9236364,0,24.678,408.2562,22.45323077,26.1,17
2025-09-01 08:05:00+00:00,520.4272727,255.352381,0,24.61552448,437.8661028,22.26288889,26.1,17
2025-09-01 08:10:00+00:00,525.2494505,247.1306185,0,24.68697479,445.5806888,22.48363636,26.1,17
2025-09-01 08:15:00+00:00,517.6,238.0222222,0,24.7,468.5708889,22.0836,26.1,17
2025-09-01 08:20:00+00:00,520,251,0,24.7,478.1221316,22.35714286,26.1,17
2025-09-01 08:25:00+00:00,517.8107937,250.6237374,0,24.8,479.9255923,22.43034286,26.1,17
2025-09-01 08:30:00+00:00,518.0228571,253.8095238,0,24.8,424.7415965,22.33586667,26.1,17
2025-09-01 08:35:00+00:00,523.4666667,251.5666667,0,24.8,469.8732071,22.59047619,26.1,17
2025-09-01 08:40:00+00:00,522.1042857,248.8458999,0,24.8,468.7991921,22.28805994,26.1,17
2025-09-01 08:45:00+00:00,518,251.5571429,0,24.8,394.9241169,22.302,26.08,17
2025-09-01 08:50:00+00:00,519.512987,249.9279176,0,24.8,516.0751856,22.125,26,17
2025-09-01 08:55:00+00:00,516.25,248.08,0,24.8,492.1098,22.5,26,17
2025-09-01 09:00:00+00:00,520.1212121,251.5476923,0,24.8,507.3288,22.46285714,26,17
2025-09-01 09:05:00+00:00,522.4085714,246.2057416,0,24.87280702,530.1156667,22.62828571,26,17
2025-09-01 09:10:00+00:00,520.32,248.7981818,0,24.9,533.681225,22.33657143,26,17
2025-09-01 09:15:00+00:00,520.4243956,245.7305861,0,24.9,540.16663,22.12,26,17
2025-09-01 09:20:00+00:00,525,246.4660069,0,24.9,545.8647243,22.108,26,17
2025-09-01 09:25:00+00:00,525.5875,247.1709524,0,24.9,553.0240738,22.875,26,17
2025-09-01 09:30:00+00:00,526.175,246.3424242,0,24.9,557.3415579,22.94696429,26,17
2025-09-01 09:35:00+00:00,522.8,245.3,0,24.9,563.1875874,22.95941667,26,17
2025-09-01 09:40:00+00:00,522,245.0947368,0,24.9,570.9083158,22.87,26,17
2025-09-01 09:45:00+00:00,522.7860116,245.6392422,0,24.9,575.0904391,22.88336538,26,17
2025-09-01 09:50:00+00:00,520.6305882,247.0067653,0,24.9,587.5625455,22.98979167,26,17
2025-09-01 09:55:00+00:00,519.4760989,248.8645833,0,24.9,597.69475,22.90195833,26,17
2025-09-01 10:00:00+00:00,524.6933333,239.5095238,0,24.9,553.4941353,22.74,26,17
2025-09-01 10:05:00+00:00,559.6,249.0030303,0,24.9,599.5565741,22.41546667,26,17
2025-09-01 10:10:00+00:00,569.78,252.7684211,0,24.96,587.9925111,23.01571429,26,17
2025-09-01 10:15:00+00:00,582.075,247.4461538,0,24.92307692,575.367817,23.0641039,25.93,17
2025-09-01 10:20:00+00:00,575.22,248.48,0,24.90566667,568.2495289,23.07,25.9,17
2025-09-01 10:25:00+00:00,562.3166667,248.1066667,0,24.97119048,618.8783321,23.0474,25.9,17
2025-09-01 10:30:00+00:00,561.5252525,246.8876263,0,25,653.4145405,23.22275694,25.9,17
2025-09-01 10:35:00+00:00,565.8928571,248.4755556,0,25,500.9792424,22.629,25.9,17
2025-09-01 10:40:00+00:00,565.3333333,247.1047619,0,25,542.7802619,22.1664,25.9,17
2025-09-01 10:45:00+00:00,562.1264719,244.3800074,0,25,557.9224744,22.091,25.9,17
2025-09-01 10:50:00+00:00,554.4939706,245.3428571,0,25,591.3432572,22.50161758,25.9,17
2025-09-01 10:55:00+00:00,552.1,248.525,0,25,596.6728889,23.324,25.9,17
2025-09-01 11:00:00+00:00,584.0533333,250.3625,0,25,546.7058061,23.03888889,25.9,17
2025-09-01 11:05:00+00:00,598.8181818,249.9847826,0,25.04635417,533.9350531,23.24365079,25.9,17
2025-09-01 11:10:00+00:00,611.8,249.5638095,0,25.1,514.4503706,23.16333333,25.9,17
2025-09-01 11:15:00+00:00,629.52,248.4547315,0,25.12416667,540.9197302,22.80447619,25.9,17
2025-09-01 11:20:00+00:00,636.2,248.8,0,25.2,463.6074427,22.83111111,25.9,17
2025-09-01 11:25:00+00:00,630.0333333,243.82,0,25.2,430.9108,22.82725,25.865,17
2025-09-01 11:30:00+00:00,568.6233333,240.4775,0,25.10023529,531.2312824,23.05279365,25.8,17
2025-09-01 11:35:00+00:00,531.25,244.5606061,0,25,607.3129988,23.2725,25.8,17
2025-09-01 11:40:00+00:00,526,249.98,0,24.959,620.7476909,23.15133333,25.8,17
2025-09-01 11:45:00+00:00,526,248,0,24.9,565.1620104,23.06419913,25.8,17
2025-09-01 11:50:00+00:00,520.7884615,250.0746411,0,24.8608,464.7674066,22.47209524,25.8,17
2025-09-01 11:55:00+00:00,511.7142857,252.6918182,0,24.8,664.5927462,23.21514286,25.8,17
2025-09-01 12:00:00+00:00,509.5764706,252.8333333,0,24.8,377.5286364,22.38314286,25.8,17
2025-09-01 12:05:00+00:00,509,254.4662356,0,24.80347222,293.8568942,20.8,25.8,17
2025-09-01 12:10:00+00:00,516.1272727,249.1142857,0,24.93795556,307.3116551,22.33568831,25.8,17
2025-09-01 12:15:00+00:00,624.3555556,243.2181818,0,25.17,331.8777182,21.8385,25.8,17
2025-09-01 12:20:00+00:00,658.32,244.68,0,25.372,347.4055584,22.035,25.8,17
2025-09-01 12:25:00+00:00,672.1111111,247.8181818,0,25.46166667,416.2907157,22.243,25.8,17
2025-09-01 12:30:00+00:00,670.2,250.2333333,0,25.46,314.4421981,22.62111111,25.8,17
2025-09-01 12:35:00+00:00,674.65,252.1666667,0,25.55846154,313.1862519,22.35866667,25.8,17
2025-09-01 12:40:00+00:00,689.2352941,256.8035714,0,25.50517241,253.0796429,22.28953125,25.8,17
2025-09-01 12:45:00+00:00,660.8885714,246.5590909,0,25.67409091,275.0130152,21.51214286,25.8,17
2025-09-01 12:50:00+00:00,619.6393939,250.786648,0,25.50939737,268.7076937,22.24019048,25.8,17
2025-09-01 12:55:00+00:00,544.1678571,249.2666667,0,25.25333333,249.8522737,22.18,25.74,17
2025-09-01 13:00:00+00:00,612.9916667,252.8666667,0,25.20222222,241.1710667,22.02857143,25.7,17
2025-09-01 13:05:00+00:00,680.8575163,248.8758741,0,25.33434343,236.2096388,22.08714286,25.7,17
2025-09-01 13:10:00+00:00,733.7924784,246.4543306,0,25.5115702,236.6871572,22.10554584,25.7,17
2025-09-01 13:15:00+00:00,747.889011,249.4968651,0,25.60347826,263.6760265,22.06337143,25.7,17
2025-09-01 13:20:00+00:00,734.2666667,252.7506494,0,25.70277056,295.4767619,22.1095,25.7,17
2025-09-01 13:25:00+00:00,739.075,248.14,0,25.7,488.2010067,21.97583333,25.7,17
2025-09-01 13:30:00+00:00,720.7692308,246.22,0,25.70571429,624.6237456,22.27216667,25.7,17
2025-09-01 13:35:00+00:00,718.85,250.0615385,0,25.71692308,451.5310666,22.59025,25.7,17
2025-09-01 13:40:00+00:00,713.1681319,248.1690476,0,25.7998961,375.6262166,22.208,25.7,17
2025-09-01 13:45:00+00:00,713.0885417,249.1035804,0,25.80593202,374.6914572,21.991875,25.7,17
2025-09-01 13:50:00+00:00,721.3111111,252.5925134,0,25.9,377.8170588,21.91,25.7,17
2025-09-01 13:55:00+00:00,715.9928571,250.9666667,0,25.895,407.4688551,21.74228571,25.7,17
2025-09-01 14:00:00+00:00,623.7833333,245.5,0,25.71475524,516.4021739,20.45,25.7,17
2025-09-01 14:05:00+00:00,541.8,70.11818182,0,25.60818182,398.9045143,20.226,25.7,17
2025-09-01 14:10:00+00:00,510.475,50.70920635,0,25.6,186.1195857,20.382,25.7,17
2025-09-01 14:15:00+00:00,488.1047619,51.7757085,0,25.6,131.4598571,20.734,25.7,17
2025-09-01 14:20:00+00:00,479.6442308,51.24896552,0,25.6,114.5519464,20.42494643,25.7,17
2025-09-01 14:25:00+00:00,476.0633333,51.05820106,0,25.6,112.1255344,20.28875,25.7,17
2025-09-01 14:30:00+00:00,478.2222222,51,0,25.6,128.3501212,19.22955,25.7,17
2025-09-01 14:35:00+00:00,483.0129293,51.10193676,0,25.6,137.7213331,19.88153333,25.7,17
2025-09-01 14:40:00+00:00,476.5066667,51.54823529,0,25.6,149.7240941,20.34181818,25.7,17
2025-09-01 14:45:00+00:00,473.12,51.16,0,25.6,187.9258182,20.572,25.7,17
2025-09-01 14:50:00+00:00,471,51.58108974,0,25.6,210.4870577,20.56830769,25.7,17
2025-09-01 14:55:00+00:00,464.0833333,51.83333333,0,25.6,225.1572748,20.57642857,25.7,17
2025-09-01 15:00:00+00:00,464.6,52.0421978,0,25.6,215.539742,20.71568889,25.7,17
2025-09-01 15:05:00+00:00,463.2075,51.52676768,0,25.6,199.0385998,20.58194872,25.7,17
2025-09-01 15:10:00+00:00,460.7764706,51,0,25.6,361.1965064,20.78611667,25.7,17
2025-09-01 15:15:00+00:00,460,51,0,25.6,355.6131368,20.928,25.7,17
2025-09-01 15:20:00+00:00,523.1384615,51.50809524,0,25.75664231,192.6585802,20.464,25.7,17
2025-09-01 15:25:00+00:00,598.3342857,50.58787879,0,25.98666667,101.0660657,20.63633333,25.7,17
2025-09-01 15:30:00+00:00,569.2416667,50.71509094,0,25.95327948,91.75126342,20.73216667,25.7,17
2025-09-01 15:35:00+00:00,518.8357143,51.58542443,0,25.9,74.58498774,20.71833333,25.7,17
2025-09-01 15:40:00+00:00,489.9916667,51.11951167,0,25.9,61.42918761,20.628,25.7,17
2025-09-01 15:45:00+00:00,475.3333333,51.18315789,0,25.792,56.42226923,20.45028571,25.7,17
2025-09-01 15:50:00+00:00,469.5466667,51,0,25.7,49.24782838,20.26601998,25.7,17
2025-09-01 15:55:00+00:00,465,51,0,25.7,37.74947466,20.42335931,25.7,17
2025-09-01 16:00:00+00:00,458,51.125,0,25.7,32.15874621,20.48466667,25.7,17
2025-09-01 16:05:00+00:00,454.3111111,48.72,0,25.7,30.90273333,20.5,25.7,17
2025-09-01 16:10:00+00:00,453.655,49.08333333,0,25.7,30.71709091,19.924,25.7,17
2025-09-01 16:15:00+00:00,451.9212121,51,0,25.72704762,30.58747253,20.14,25.7,17
2025-09-01 16:20:00+00:00,450.1195726,51.55576299,0,25.65681818,26.39415909,20.2,25.7,17
2025-09-01 16:25:00+00:00,445.0089286,52.10120301,0,25.54024948,25.39505842,20.39625,25.7,17
2025-09-01 16:30:00+00:00,442.3680556,52.48214286,0,25.56428571,24.38254076,20.375,25.7,17
2025-09-01 16:35:00+00:00,442,52.35555556,0,25.5772973,23.7639435,20.246,25.7,17
2025-09-01 16:40:00+00:00,441.6,52.96184615,0,25.5,24.6815,20.11666667,25.7,17
2025-09-01 16:45:00+00:00,440.5,51.16,0,25.5,25.01467273,20.39133333,25.7,17
2025-09-01 16:50:00+00:00,441.02,51.34417077,0,25.5,20.78777033,20.47777778,25.7,17
2025-09-01 16:55:00+00:00,442.4630303,50.95892857,0,25.5,16.17541444,20.54222222,25.7,17
2025-09-01 17:00:00+00:00,444.6945455,50.13111111,0,25.5,13.74003368,20.68755556,25.7,17
2025-09-01 17:05:00+00:00,446.6017992,49.41954023,0,25.5,11.21501232,20.51096681,25.7,17
2025-09-01 17:10:00+00:00,447.4266667,49.11076923,0,25.5,8.6902,20.54446154,25.7,17
2025-09-01 17:15:00+00:00,449.8904762,49,0,25.5,5.877577852,20.51422222,25.7,17
2025-09-01 17:20:00+00:00,451.9,49.64,0,25.5,3.397661491,20.3764,25.7,17
2025-09-01 17:25:00+00:00,452.1644444,50.85114286,0,25.5,2.083291278,20.46,25.7,17
2025-09-01 17:30:00+00:00,453.7666667,49.14268146,0,25.5259255,1.204193002,20.2,25.7,17.00013793
2025-09-01 17:35:00+00:00,451.8333333,49.03113553,0,25.6,0.701538462,20.29434524,25.7,17
2025-09-01 17:40:00+00:00,449.6825163,49.69882353,0,25.6,0.581714286,20.28642857,25.7,17
2025-09-01 17:45:00+00:00,446.8142857,50.06293706,0,25.54666667,0.432307692,20.3352,25.7,17
2025-09-01 17:50:00+00:00,449.72,50.90093168,0,25.4,0.194935499,20.265,25.6045,17
2025-09-01 17:55:00+00:00,445.8,49.81688312,0,25.4,0.12,20.252,25.6,17
2025-09-01 18:00:00+00:00,444.7571429,49.03333333,0,25.4,0.04,19.94,25.6,17
2025-09-01 18:05:00+00:00,443.9136364,49.11099744,0,25.4,0.008088889,19.809,25.6,17
2025-09-01 18:10:00+00:00,442.625,49.025,0,25.4,0,19.9,25.6,17
2025-09-01 18:15:00+00:00,440,50,0,25.401875,0,19.421,25.6,17
2025-09-01 18:20:00+00:00,440.9636364,49.03076923,0,25.5,0,18.52991667,25.6,17
2025-09-01 18:25:00+00:00,441.710303,49.0375,0,25.5,0,18.14260952,25.6,17
2025-09-01 18:30:00+00:00,441.6424235,50.04230708,0,25.49809524,0,17.91820392,25.6,17
2025-09-01 18:35:00+00:00,441,51.93295455,0,25.3,0,17.54,25.6,17
2025-09-01 18:40:00+00:00,443,52.92313266,0,25.3,0,17.43214286,25.6,17
2025-09-01 18:45:00+00:00,442.975,52.96666667,0,25.3,0,17.23966667,25.6,17
2025-09-01 18:50:00+00:00,442.8666667,51.37714286,0,25.3,0,17.13822222,25.6,17
2025-09-01 18:55:00+00:00,441.330303,51.00645161,0,25.3,0,17.01597778,25.6,17
2025-09-01 19:00:00+00:00,439.9630952,49.10865801,0,25.3,0,16.95114286,25.6,17
2025-09-01 19:05:00+00:00,440.8622222,6.936,0,25.3,0,16.956,25.6,17
2025-09-01 19:10:00+00:00,441.8333333,0,0,25.3,0,16.9,25.6,17
2025-09-01 19:15:00+00:00,438.2232143,0,0,25.3,0,16.9,25.6,17
2025-09-01 19:20:00+00:00,437.7527778,0,0,25.3,0,17.01214286,25.6,17
2025-09-01 19:25:00+00:00,437.98,0,0,25.3,0,16.94333333,25.6,17
2025-09-01 19:30:00+00:00,437.9777778,0,0,25.3875,0,17,25.6,17
2025-09-01 19:35:00+00:00,438.6662338,0,0,25.4,0,17,25.6,17
2025-09-01 19:40:00+00:00,438.1833333,0,0,25.23076923,0,17,25.6,17
2025-09-01 19:45:00+00:00,436,0,0,25.2,0,17,25.6,17
2025-09-01 19:50:00+00:00,436.755,0,0,25.28554113,0,17.004,25.6,17
2025-09-01 19:55:00+00:00,436.9349206,0,0,25.22925,0,17.07415385,25.6,17
2025-09-01 20:00:00+00:00,436.1942857,0,0,25.2,0,17.18688571,25.6,17
2025-09-01 20:05:00+00:00,435.9333333,0,0,25.2,0,17.2,25.6,17
2025-09-01 20:10:00+00:00,435.9183333,0,0,25.2,0,17.2,25.68,17
2025-09-01 20:15:00+00:00,434.1875,0,0,25.2,0,17.2,25.7,17
2025-09-01 20:20:00+00:00,434.8,0,0,25.2,0,17.28,25.7,17
2025-09-01 20:25:00+00:00,434.5021008,0,0,25.2,0,17.36922078,25.7,17
2025-09-01 20:30:00+00:00,434,0,0,25.2,0,17.36695238,25.7,17
2025-09-01 20:35:00+00:00,434,0,0,25.2,0,17.44292929,25.7,17
2025-09-01 20:40:00+00:00,433.5111111,0,0,25.2,0,17.64027778,25.7,17
2025-09-01 20:45:00+00:00,433,0,0,25.2,0,17.65277778,25.7,17
2025-09-01 20:50:00+00:00,434.2666667,0,0,25.2,0,17.79502222,25.7,17
2025-09-01 20:55:00+00:00,434.8428571,0,0,25.2,0,17.9,25.7,17
2025-09-01 21:00:00+00:00,434,0,0,25.2,0,18.04644444,25.7,11.4
2025-09-01 21:05:00+00:00,433.3581513,31.99156785,0,25.2,0,18.19421438,25.7,10
2025-09-01 21:10:00+00:00,435.6166667,63.9122807,0,25.14989011,0,18.24043182,25.7,10
2025-09-01 21:15:00+00:00,438,65.45454545,0,25.1,0,18.29181818,25.7,10
2025-09-01 21:20:00+00:00,438.9261905,62.08535354,0,25.1,0,18.3,25.7,10
2025-09-01 21:25:00+00:00,439.5525641,59.25958621,0,25.1,0,18.20857143,25.7,10
2025-09-01 21:30:00+00:00,439.2395238,61.832,0,25.1,0,18.20888889,25.7,10
2025-09-01 21:35:00+00:00,441.1884982,65.64259907,0,25.1,0,18.28666667,25.7,10
2025-09-01 21:40:00+00:00,441.1148077,62.4958597,0,25.1,0,18.32153846,25.7,10
2025-09-01 21:45:00+00:00,440.0666667,60.24,0,25.07111111,0,18.4,25.7,10
2025-09-01 21:50:00+00:00,440.5019841,64.43048128,0,25,0,18.48666667,25.7,10
2025-09-01 21:55:00+00:00,440.3294118,68.12698413,0,25,0,18.52957778,25.7,10
2025-09-01 22:00:00+00:00,441.1909091,97.71227106,0,25,0,18.32054545,25.7,10
2025-09-01 22:05:00+00:00,441.9674326,243.9304887,0,25,0,18.09935897,25.7,10
2025-09-01 22:10:00+00:00,446.6533333,248.4863158,0,25,0,17.96,25.7,10
2025-09-01 22:15:00+00:00,451.66,251.48,0,25.02736842,0,17.84535714,25.7,10
2025-09-01 22:20:00+00:00,452.5252525,251.6862963,0,25.1,0,17.74,25.7,10
2025-09-01 22:25:00+00:00,452.25,249.3148148,0,25.1,0,17.52053571,25.7,10
2025-09-01 22:30:00+00:00,456,247.2971429,0,25.1,0,17.38380952,25.7,10
2025-09-01 22:35:00+00:00,456.5533333,251.2512227,0,25.1,0,17.23090909,25.7,10
2025-09-01 22:40:00+00:00,458,248.2372549,0,25.1,0,17.096,25.7,10
2025-09-01 22:45:00+00:00,458.1615385,250.6454545,0,25.1,0,16.86555556,25.7,10
2025-09-01 22:50:00+00:00,457.5,248.6210526,0,25.07157895,0,16.84666667,25.7,10
2025-09-01 22:55:00+00:00,455.9705882,253.84,0,25,0,16.893,25.7,10
2025-09-01 23:00:00+00:00,454.95,249.9571429,0,24.95846154,0,16.9,25.7,10
2025-09-01 23:05:00+00:00,455,249.9555556,0,24.80571429,0,16.9,25.7,10
2025-09-01 23:10:00+00:00,454,246.8238095,0,24.87479853,0,16.972,25.7,10
2025-09-01 23:15:00+00:00,452.9636364,253.0127273,0,24.78095238,0,17,25.7,10
